mean_overlapping_bboxes,class_acc,loss_rpn_cls,loss_rpn_regr,loss_class_cls,loss_class_regr,curr_loss,elapsed_time,mAP
8.777,0.895,0.19,0.059,0.276,0.084,0.61,6.739,2.0
7.977,0.9,0.208,0.075,0.281,0.092,0.655,6.637,2.0
7.699,0.908,0.175,0.059,0.261,0.077,0.572,6.584,2.0
7.837,0.886,0.199,0.065,0.304,0.086,0.655,6.591,2.0
8.571,0.896,0.178,0.068,0.274,0.08,0.601,6.531,2.0
8.276,0.912,0.198,0.059,0.247,0.084,0.587,6.486,2.0
8.374,0.906,0.197,0.064,0.264,0.089,0.614,6.476,2.0
8.661,0.896,0.231,0.056,0.28,0.089,0.656,6.525,2.0
8.689,0.906,0.2,0.06,0.259,0.086,0.605,6.628,2.0
8.04,0.923,0.142,0.056,0.216,0.076,0.49,6.588,2.0
8.136,0.894,0.183,0.07,0.278,0.087,0.618,6.691,2.0
8.375,0.914,0.177,0.064,0.24,0.082,0.563,6.547,2.0
8.232,0.908,0.139,0.057,0.246,0.083,0.526,6.491,2.0
7.808,0.9,0.173,0.06,0.259,0.081,0.574,6.512,2.0
8.48,0.907,0.23,0.053,0.259,0.08,0.622,6.525,2.0
8.457,0.89,0.169,0.06,0.292,0.086,0.606,6.636,2.0
8.425,0.925,0.194,0.053,0.211,0.081,0.539,6.541,2.0
